,val_loss,val_acc,loss,acc
0,0.15028659340107078,0.40000000009031006,0.16866883929673726,0.2883116883116883
1,0.14538515824260134,0.38787878796909797,0.15163229951610813,0.3155844155844156
2,0.12891254393440305,0.5333333335139535,0.14387664523991672,0.4090909090909091
3,0.12284239539594362,0.5393939395745595,0.13613936924315118,0.44805194805194803
4,0.1257093899629333,0.5030303032109231,0.1302346805279905,0.4883116883116883
5,0.11602652190309583,0.6000000001806202,0.11910499477541292,0.5298701298701298
6,0.11533184412753943,0.5696969698775899,0.115728633860489,0.5714285714285714
7,0.11155104637145996,0.5333333335139535,0.10640840828418732,0.6181818181818182
8,0.09714895206870455,0.6606060607866807,0.09855523858364526,0.6623376623376623
9,0.09681421744100975,0.6666666673891473,0.09337075168823267,0.6805194805194805
10,0.09998905464555279,0.6545454552679351,0.09415399539586786,0.6636363636363637
11,0.10125097587253108,0.6242424249649048,0.0791284988839905,0.7298701298701299
12,0.10163277884324391,0.6303030310255109,0.0722350748013947,0.7532467532467533
13,0.08908733052737786,0.6909090912703312,0.06878780756756518,0.7727272727272727
14,0.08782086483005322,0.6787878791491191,0.061835983531041576,0.7935064935064935
15,0.08830817009915005,0.7212121215733615,0.0586093708655414,0.8064935064935065
16,0.08548563666867487,0.7454545458157857,0.05625067833182099,0.8233766233766234
17,0.09024695093658837,0.7151515155127555,0.04887257142887487,0.8415584415584415
18,0.07434973043925834,0.7636363639976039,0.049790556554670455,0.8402597402597403
19,0.091253327307376,0.6909090912703312,0.04431910150769082,0.8584415584415584
20,0.08796672834591432,0.7030303033915433,0.042053641545631265,0.861038961038961
21,0.08884685119670449,0.7151515151515152,0.04271884727013576,0.8558441558441559
22,0.07491880637226683,0.7454545458157857,0.03877725118359962,0.8753246753246753
23,0.08181899134634119,0.7393939393939394,0.03775531513004695,0.8753246753246753
24,0.07358275893511194,0.7575757579369978,0.03279848218496357,0.8922077922077922
25,0.08426525780197346,0.7333333336945737,0.029884442931355594,0.9103896103896104
26,0.0864973704923283,0.7151515155127555,0.028763358000971444,0.912987012987013
27,0.08672886563069893,0.7151515155127555,0.02465344586896456,0.922077922077922
28,0.08752455616539175,0.7151515155127555,0.01941595824386973,0.9441558441558442
29,0.0864834342490543,0.7333333336945737,0.02078978521188089,0.9441558441558442
