,val_loss,val_acc,loss,acc
0,0.1609039230729049,0.6289308221085267,0.1960477225693614,0.5242914987398706
1,0.12337315963499201,0.7232704410013163,0.14833372996242744,0.6855600559920595
2,0.10728172864179192,0.7767295619976595,0.12494519931438923,0.7402159268395943
3,0.10242222045671265,0.798742137240164,0.11198951835007571,0.7766531752510432
4,0.09114716136418048,0.8207547136072842,0.09318564528556648,0.8103913590010361
5,0.08986193527403118,0.811320757715957,0.08484721235056156,0.831309037974328
6,0.09641887135100814,0.8081760980048269,0.07268375190987922,0.8603238839047801
7,0.09102069745836018,0.820754717356004,0.06057783855972422,0.8886639660025737
8,0.08806101291340852,0.8270440225331288,0.0562402376230786,0.894736837922481
9,0.09718699882146697,0.8301886818693869,0.04876340113708425,0.9082321202063206
10,0.10158638707684271,0.7987421327417001,0.03834911224825032,0.9197030960306948
11,0.10404307353046705,0.7893081738513971,0.03517265811590189,0.9372469550363126
12,0.10708705504547875,0.8113207509682613,0.03661273511104014,0.9311740800597568
13,0.09123026760025595,0.8238993695696945,0.03924348652792507,0.9251012063702109
14,0.09237847952816472,0.8301886743719473,0.02729865435718882,0.9493927045067956
15,0.10392914277811845,0.8018867819564147,0.02867251984611598,0.9460188869522651
16,0.11543309318382035,0.7830188697988882,0.021809683734946666,0.9581646341704807
17,0.10027696468439773,0.8144654050563116,0.021279205887884154,0.9635627451535018
18,0.09792241595872918,0.8301886781206671,0.01844230229321345,0.9676113299190917
19,0.09831718190239286,0.8301886781206671,0.018238568763649557,0.9669365643167946
